X,Y,OBJECTID,PWS_ID,PWS_NAME,CITY,DS_RO_SEQ_NO,MCD_CODE,MUNI_TYPE_CODE,SURVEY_TOWNSHIP,SURVEY_RANGE,SURVEY_RANGE_NDIR,SURVEY_SECTION,NUMBER_ENTRY_POINTS,SAMPLE_STATUS,SAMPLE_DATE,SAMPLE_RESULTS
341652.0312,532714.3124,597511,64903355,CLEAR LAKE WATERWORKS,CLEAR LAKE,146400,18,0,32,15,2,19,2,Sampled,2023/04/04 00:00:00+00,PFAS not detected in any samples from the water system
632553.1875,477142.6251,601618,45904562,SHAWANO WATERWORKS,SHAWANO,143220,81,2,26,16,4,5,4,Sampled,2023/05/22 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
437713.1249,300090.3751,604400,61202438,EASTMAN WATERWORKS,EASTMAN,145404,6,0,8,5,2,18,1,Sampled,2023/05/24 00:00:00+00,PFAS not detected in any samples from the water system
694744.0,420062.2499,605886,43604418,KELLNERSVILLE WATERWORKS,KELLNERSVILLE,141754,32,1,20,22,4,1,1,Sampled,2023/04/05 00:00:00+00,PFAS not detected in any samples from the water system
681762.3125,364919.843699999,610687,46004464,PLYMOUTH UTILITIES,PLYMOUTH,143499,16,0,15,21,4,28,7,Sampled,2023/05/17 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
684071.5625,444093.75,616547,40504596,BELLEVUE WATERWORKS,GREEN BAY,140148,14,0,23,21,4,22,3,,,
423253.6875,438662.375,616706,66203291,PIGEON FALLS WATERWORKS,PIGEON FALLS,146754,73,1,22,7,2,3,1,Sampled,2023/05/17 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
313434.9376,552937.0,623012,64903432,ST CROIX FALLS WATERWORKS,ST CROIX FALLS,146407,44,0,34,18,2,19,4,Sampled,2023/05/23 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
362194.1563,565573.1251,638370,60301329,CUMBERLAND WATERWORKS,CUMBERLAND,144648,18,0,35,13,2,6,3,Sampled,2023/05/02 00:00:00+00,PFAS not detected in any samples from the water system
635315.2501,347950.8749,639641,11401555,LEROY SANITARY DISTRICT 1,LEROY,135289,,,13,16,4,15,1,Sampled,2023/04/10 00:00:00+00,PFAS not detected in any samples from the water system
687108.4999,453852.5,647260,40500713,SCOTT WATER UTILITY DIST,NEW FRANKEN,140123,14,0,24,21,4,24,3,,,
574143.5624,305053.5624,654105,11302676,WINDSOR WATER UTILITY SOUTH,WINDSOR,134816,68,0,9,10,4,29,3,Sampled,2023/06/13 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
457729.8439,704659.125,654930,80401266,BAYFIELD WATERWORKS,BAYFIELD,150036,6,0,50,4,2,13,2,Sampled,2023/06/07 00:00:00+00,PFAS not detected in any samples from the water system
484244.625,236733.6095,663982,12200925,CUBA CITY WATERWORKS,CUBA CITY,135590,11,2,2,1,2,36,2,Sampled,2023/05/31 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
522068.8126,444578.156199999,665500,77201344,VESPER WATERWORKS,VESPER,149650,86,1,23,4,4,13,1,Sampled,2023/04/18 00:00:00+00,PFAS not detected in any samples from the water system
442794.5314,459387.8126,666819,61802950,FAIRCHILD WATERWORKS,FAIRCHILD,145637,10,0,25,5,2,34,2,Sampled,2023/06/13 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
613548.5626,375224.593800001,670793,42004765,RIPON WATER UTILITY,RIPON,141206,34,0,16,14,4,21,4,Sampled,2023/05/15 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
370738.7188,587659.75,673506,86603044,SHELL LAKE WATERWORKS,SHELL LAKE,151808,82,2,38,13,2,25,2,Sampled,2023/05/09 00:00:00+00,PFAS not detected in any samples from the water system
591320.1876,340822.281199999,674266,11100419,CAMBRIA WATERWORKS,CAMBRIA,134505,11,1,12,12,4,6,2,Sampled,2023/06/08 00:00:00+00,PFAS not detected in any samples from the water system
441253.1251,380340.531199999,681253,63202337,BANGOR WATERWORKS,BANGOR,145884,2,0,16,5,2,4,2,Sampled,2023/04/18 00:00:00+00,PFAS not detected in any samples from the water system
642802.0624,296205.468800001,688802,26802270,OCONOMOWOC WATERWORKS,OCONOMOWOC,139208,22,0,8,17,4,28,4,Sampled,2023/03/07 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
538663.1876,351231.656199999,694508,11101134,WISCONSIN DELLS WATERWORKS,WISCONSIN DELLS,134531,91,2,13,6,4,3,6,Sampled,2023/05/23 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
475170.4376,629030.8125,699734,80203761,GLIDDEN SANITARY DISTRICT,GLIDDEN,149919,,,42,2,2,11,2,Sampled,2023/05/22 00:00:00+00,PFAS not detected in any samples from the water system
542218.9374,480020.5624,701727,73701595,MOSINEE WATERWORKS,MOSINEE,147780,58,0,27,7,4,30,1,Sampled,2023/05/09 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
577667.8751,632421.0001,704216,76401127,LAND O LAKES SANITARY DIST,LAND O LAKES,148942,12,0,43,10,4,33,2,Sampled,2023/06/14 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
488094.5938,581015.0625,712750,85101313,PHILLIPS WATERWORKS,PHILLIPS,150898,72,2,37,1,4,7,2,Sampled,2023/05/23 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
384473.1564,560163.8124,713058,60301384,RICE LAKE WATERWORKS,RICE LAKE,144651,38,0,35,11,2,21,4,Sampled,2023/04/18 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
516423.2187,312564.0625,719280,15700982,PLAIN WATERWORKS,PLAIN,136624,71,1,9,4,4,5,2,Sampled,2023/05/17 00:00:00+00,PFAS not detected in any samples from the water system
457642.2188,497913.093699999,721899,61003371,THORP WATERWORKS,THORP,145284,52,0,29,3,2,31,4,Sampled,2023/06/13 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
411329.5626,678087.625,724621,80401310,IRON RIVER SANITARY DISTRICT,IRON RIVER,150040,24,0,47,8,2,7,2,Sampled,2023/06/12 00:00:00+00,PFAS not detected in any samples from the water system
643989.5625,424223.968699999,725981,44504295,GRAND CHUTE TN SAN DIST 1,GRAND CHUTE,142938,1,2,21,17,4,21,1,,,
686047.625,324516.281099999,726057,24601346,SAUKVILLE WATERWORKS,SAUKVILLE,137699,14,0,11,21,4,35,5,Sampled,2023/05/16 00:00:00+00,PFAS above the health advisory level in one or more samples from the system
538735.9376,322241.0625,729456,15700971,BLUFFVIEW SANITARY DISTRICT,PRAIRIE DU SAC,136623,61,1,10,6,4,3,2,Sampled,2023/05/23 00:00:00+00,PFAS not detected in any samples from the water system
599670.0001,281327.593800001,729927,11300740,CAMBRIDGE WATER & SEWER UTILITY,CAMBRIDGE,134765,11,1,6,12,4,12,2,Sampled,2023/06/01 00:00:00+00,PFAS not detected in any samples from the water system
648198.1251,574013.5624,732654,43804387,GOODMAN SANITARY DIST NO 1,GOODMAN,141995,12,0,36,17,4,3,2,Sampled,2023/06/28 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
527517.9999,297952.656300001,733838,12500730,ARENA WATERWORKS,ARENA,135819,2,0,8,5,4,21,2,Sampled,2023/05/23 00:00:00+00,PFAS not detected in any samples from the water system
588935.3126,621313.875,738795,76401149,PHELPS SANITARY DISTRICT,PHELPS,148944,18,0,41,11,4,3,2,Sampled,2023/06/21 00:00:00+00,PFAS not detected in any samples from the water system
516456.5937,330305.218699999,739839,15700927,LOGANVILLE WATERWORKS,LOGANVILLE,136619,49,1,11,4,4,8,1,Sampled,2023/05/23 00:00:00+00,PFAS not detected in any samples from the water system
632964.5625,320551.0625,740191,11401489,HUSTISFORD WATERWORKS,HUSTISFORD,135283,24,0,10,16,4,9,2,Sampled,2023/04/06 00:00:00+00,PFAS not detected in any samples from the water system
505142.6249,265900.156099999,740324,12500840,MINERAL POINT WATERWORKS,MINERAL POINT,135828,18,0,5,3,4,31,2,Sampled,2023/06/08 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
608012.9375,467092.593699999,741724,46903967,MARION WATERWORKS,MARION,143777,52,2,25,13,4,2,1,Sampled,2023/05/30 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
577339.75,256664.531199999,744899,15400473,EVANSVILLE WATERWORKS,EVANSVILLE,136353,22,2,4,10,4,27,2,Sampled,2023/05/11 00:00:00+00,PFAS not detected in any samples from the water system
642085.4376,409591.468699999,746436,47103485,NEENAH WATERWORKS,NEENAH,144362,10,0,19,17,4,4,1,Sampled,2023/05/09 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
384172.6563,549005.6874,748115,60301274,CAMERON WATERWORKS,CAMERON,144571,11,1,34,11,2,28,2,Sampled,2023/04/12 00:00:00+00,PFAS not detected in any samples from the water system
692942.375,272787.8751,755584,24101440,SOUTH MILWAUKEE WATERWORKS,SOUTH MILWAUKEE,137396,82,2,5,22,4,10,1,Sampled,2023/04/19 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
698004.3125,251863.6406,763506,25200626,RACINE WATERWORKS,RACINE,138019,76,2,3,23,4,18,2,Sampled,2023/01/18 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
698004.3125,251863.6406,763506,25201913,WIND POINT WATER DEPT,RACINE,138036,76,2,3,23,4,18,1,,,
383827.5624,406641.1876,765993,60602289,FOUNTAIN CITY WATERWORKS,FOUNTAIN CITY,144867,26,2,19,11,2,16,1,Sampled,2023/06/19 00:00:00+00,PFAS not detected in any samples from the water system
533823.4374,390635.281099999,770547,70101108,FRIENDSHIP WATERWORKS,FRIENDSHIP,146943,26,1,18,6,4,31,1,,,
688844.375,400564.6251,775562,43604374,VALDERS WATERWORKS,VALDERS,141752,86,1,18,22,4,5,2,Sampled,2023/04/10 00:00:00+00,PFAS above the health advisory level in one or more samples from the system
540384.8749,294851.781099999,779544,11302115,BLACK EARTH WATERWORKS,BLACK EARTH,134772,6,0,8,6,4,35,2,Sampled,2023/05/23 00:00:00+00,PFAS not detected in any samples from the water system
566117.3749,248185.8281,780161,12300717,ALBANY WATERWORKS,ALBANY,135748,4,0,3,9,4,28,2,Sampled,2023/04/26 00:00:00+00,PFAS not detected in any samples from the water system
326627.6875,570019.0,787305,64903388,LUCK WATERWORKS,LUCK,146403,36,0,36,17,2,28,2,Sampled,2023/06/06 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
566953.1876,572216.625,803867,74401261,RHINELANDER WATER & WASTEWATER,RHINELANDER,148139,76,2,36,9,4,8,4,Sampled,2023/06/07 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
508349.5,277199.656400001,809349,12500796,DODGEVILLE WATERWORKS,DODGEVILLE,135824,8,0,6,3,4,28,4,Sampled,2023/05/01 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
538700.4999,333560.656400001,810507,15700850,BARABOO WATERWORKS,BARABOO,136612,2,0,12,6,4,34,5,Sampled,2023/03/07 00:00:00+00,PFAS not detected in any samples from the water system
538700.4999,333560.656400001,810507,15701125,WEST BARABOO WATERWORKS,WEST BARABOO,136636,91,1,12,6,4,34,1,,,
435895.8438,287283.343900001,815075,61202504,PRAIRIE DU CHIEN WATERWORKS,PRAIRIE DU CHIEN,145408,,,7,6,2,25,4,Sampled,2023/04/18 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
687390.5001,394078.531199999,815541,43604330,ST NAZIANZ WATERWORKS,ST NAZIANZ,141749,,,18,22,4,30,2,Sampled,2023/06/07 00:00:00+00,PFAS not detected in any samples from the water system
638920.9376,478956.531300001,821010,45904573,SHAWANO LK SAN DIST 1,SHAWANO,143221,81,2,27,16,4,36,3,Sampled,2023/05/16 00:00:00+00,PFAS not detected in any samples from the water system
599422.25,341080.8751,825298,11101255,RANDOLPH WATER DEPT,RANDOLPH,134539,34,0,12,12,4,1,2,,,
479493.4689,388100.8125,829315,64202545,TOMAH WATERWORKS,TOMAH,146085,42,0,17,1,2,9,5,Sampled,2023/04/18 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
525939.6249,333559.468800001,835309,15701048,ROCK SPRINGS WATERWORKS,ROCK SPRINGS,136630,76,1,12,5,4,32,1,,,
468240.9375,431757.156199999,836388,62702871,BLACK RIVER CORRECTIONAL CENTER,BLACK RIVER FALLS,145771,6,2,22,2,2,29,2,,,
550113.1876,484872.343800001,836545,73717006,KRONENWETTER WATER & SEWER UTILITY,KRONENWETTER,8625471,,,27,7,4,12,2,Sampled,2023/06/19 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
546636.1876,505752.3124,836872,73701078,MAINE WATER UTILITY,WAUSAU,147767,6,1,29,7,4,3,2,Sampled,2022/04/27 00:00:00+00,PFAS not detected in any samples from the water system
320547.0938,528571.3126,847419,65601415,STAR PRAIRIE WATERWORKS,STAR PRAIRIE,146601,38,0,31,18,2,1,1,Sampled,2023/06/14 00:00:00+00,PFAS not detected in any samples from the water system
614092.5625,273208.343900001,848405,12801030,FORT ATKINSON WATERWORKS,FORT ATKINSON,135940,26,2,5,14,4,4,4,Sampled,2023/02/28 00:00:00+00,PFAS not detected in any samples from the water system
662040.0001,291511.4999,848585,26802292,PEWAUKEE VILLAGE WATERWORKS,PEWAUKEE,139210,26,0,7,19,4,9,4,Sampled,2023/05/16 00:00:00+00,PFAS above the health advisory level in one or more samples from the system
350186.7499,541998.3125,858109,64903344,CLAYTON WATERWORKS,CLAYTON,146399,16,0,33,15,2,24,2,Sampled,2023/06/12 00:00:00+00,PFAS not detected in any samples from the water system
685163.8125,358587.031300001,865448,46004563,WALDO WATERWORKS,WALDO,143506,91,1,14,21,4,14,1,Sampled,2023/05/30 00:00:00+00,PFAS not detected in any samples from the water system
690769.8751,327964.281099999,865488,24600543,PORT WASHINGTON WATERWORKS,PORT WASHINGTON,137669,12,0,11,22,4,20,1,Sampled,2023/04/11 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
622952.25,404390.781199999,881368,47103540,WINNECONNE WATERWORKS,WINNECONNE,144363,30,0,19,15,4,21,2,Sampled,2023/05/23 00:00:00+00,PFAS not detected in any samples from the water system
446420.0,497999.125,882949,60904624,STANLEY WATERWORKS,STANLEY,144992,81,2,29,5,2,36,3,Sampled,2023/05/31 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
471502.3749,360778.5,889626,66302599,ONTARIO WATERWORKS,ONTARIO,146853,65,1,14,2,2,3,2,Sampled,2023/04/10 00:00:00+00,PFAS not detected in any samples from the water system
667731.1249,454989.125,891502,40516982,HOBART WATERWORKS  S A 1,HOBART,9653535,,,24,19,4,13,2,,,
655606.7499,607530.3751,893183,41901552,FLORENCE UTILITY COMMISSION,FLORENCE,141091,10,0,40,18,4,21,4,Sampled,2023/05/09 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
654047.3126,293010.5001,893937,26802050,HARTLAND WATERWORKS,HARTLAND,139189,36,1,7,18,4,3,5,Sampled,2023/05/15 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
603905.5626,375093.6875,895844,42402173,GREEN LAKE WATERWORKS,GREEN LAKE,141495,6,0,16,13,4,21,2,Sampled,2023/06/06 00:00:00+00,PFAS not detected in any samples from the water system
592309.9374,431378.8751,895978,46904022,WAUPACA WATERWORKS,WAUPACA,143781,40,0,22,12,4,30,6,Sampled,2023/05/22 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
473459.8751,476803.0001,897383,61003283,GREENWOOD WATERWORKS,GREENWOOD,145276,31,2,26,2,2,2,1,Sampled,2023/05/22 00:00:00+00,PFAS not detected in any samples from the water system
619784.9376,396319.718800001,900646,47103573,OMRO WATERWORKS,OMRO,144364,16,0,18,15,4,18,3,Sampled,2023/05/09 00:00:00+00,PFAS not detected in any samples from the water system
643666.3125,239631.8749,904575,26515368,LAKE COMO SANITARY DIST 1,LAKE GENEVA,8876916,,,2,17,4,21,1,Sampled,2023/06/13 00:00:00+00,PFAS not detected in any samples from the water system
632474.2499,441518.968699999,910647,44504152,SHIOCTON UTILITIES,SHIOCTON,142926,81,1,23,16,4,29,2,Sampled,2023/05/09 00:00:00+00,PFAS not detected in any samples from the water system
549937.875,322315.656300001,924422,15700938,MERRIMAC WATERWORKS,MERRIMAC,136620,26,0,10,7,4,2,1,Sampled,2023/05/05 00:00:00+00,PFAS not detected in any samples from the water system
619799.625,436567.656199999,930974,46903989,NEW LONDON WATERWORKS,NEW LONDON,143779,61,2,22,14,4,12,7,Sampled,2023/04/05 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
473107.5938,301393.968699999,934794,12200870,BLUE RIVER WATERWORKS,BLUE RIVER,135585,8,1,8,2,2,11,2,Sampled,2023/06/13 00:00:00+00,PFAS not detected in any samples from the water system
506534.4999,462310.0626,935912,77201652,MARSHFIELD UTILITIES,MARSHFIELD,149656,22,0,25,3,4,20,3,Sampled,2023/05/31 00:00:00+00,PFAS above the health advisory level in one or more samples from the system
581860.5,331001.781099999,944843,11101112,RIO WATERWORKS,RIO,134529,77,1,11,11,4,6,2,Sampled,2023/06/01 00:00:00+00,PFAS not detected in any samples from the water system
514807.3126,301085.8126,944947,15701092,SPRING GREEN WATERWORKS,SPRING GREEN,136633,32,0,8,4,4,7,2,,,
642424.1875,455993.468800001,945652,44504141,NICHOLS WATERWORKS,NICHOLS,142925,55,1,24,17,4,8,1,,,
336769.9375,457003.843699999,950363,64802408,MAIDEN ROCK WATER UTILITY,MAIDEN ROCK,146280,16,0,24,16,2,15,2,Sampled,2023/02/07 00:00:00+00,PFAS not detected in any samples from the water system
396656.125,407972.0626,951550,66201652,DODGE SANITARY DIST 1,DODGE,146737,12,0,19,10,2,11,1,,,
661194.8125,246281.828,954020,25201770,BURLINGTON WATERWORKS,BURLINGTON,138024,2,0,3,19,4,32,5,Sampled,2023/04/04 00:00:00+00,PFAS not detected in any samples from the water system
641858.9374,349565.5624,955281,11401390,BROWNSVILLE WATERWORKS,BROWNSVILLE,135276,6,1,13,17,4,8,2,Sampled,2023/04/04 00:00:00+00,PFAS not detected in any samples from the water system
490841.0626,369131.343599999,959420,64202952,KENDALL WATERWORKS,KENDALL,146088,41,1,15,1,4,10,2,Sampled,2023/06/12 00:00:00+00,PFAS not detected in any samples from the water system
548166.6249,539670.3125,966771,73501219,LINCOLN HILLS SCHOOL,IRMA,147585,,,33,7,4,20,1,Sampled,2023/05/24 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
324828.4687,563691.9999,967265,64903399,MILLTOWN WATERWORKS,MILLTOWN,146404,40,0,35,17,2,17,2,Sampled,2023/06/19 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
482965.7189,457426.75,967408,61003272,GRANTON WATERWORKS,GRANTON,145275,31,1,24,1,2,2,2,Sampled,2023/05/23 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
360125.2813,551283.5626,973030,60301241,ALMENA WATERWORKS,ALMENA,144568,2,0,34,14,2,24,2,Sampled,2023/06/06 00:00:00+00,PFAS not detected in any samples from the water system
624554.25,226106.828199999,973987,26501453,SHARON WATERWORKS,SHARON,138413,22,0,1,15,4,33,2,Sampled,2023/05/31 00:00:00+00,PFAS not detected in any samples from the water system
657605.2501,262272.875,974843,26501563,EAST TROY S D 3,EAST TROY,138422,8,0,4,18,4,12,1,,,
589281.9999,376091.906300001,975105,42402195,PRINCETON WATERWORKS,PRINCETON,141497,16,0,16,11,4,24,2,Sampled,2023/06/27 00:00:00+00,PFAS not detected in any samples from the water system
447405.3126,352996.1874,980348,66302632,VIROQUA WATERWORKS,VIROQUA,146856,36,0,14,4,2,31,3,Sampled,2023/05/11 00:00:00+00,PFAS not detected in any samples from the water system
498970.4061,378990.6876,984287,72905492,HUSTLER WATERWORKS,HUSTLER,153066,36,1,16,2,4,9,1,Sampled,2022/04/19 00:00:00+00,PFAS not detected in any samples from the water system
571098.7499,238702.765699999,985021,12300728,BRODHEAD WATERWORKS,BRODHEAD,135749,6,2,2,9,4,25,2,Sampled,2023/04/03 00:00:00+00,PFAS not detected in any samples from the water system
655415.1874,422720.593699999,986384,44504097,COMBINED LOCKS WATERWORKS,COMBINED LOCKS,142921,11,1,21,18,4,27,1,,,
493915.9376,277261.9376,989209,12500763,COBB WATERWORKS,COBB,135822,11,1,6,1,4,25,2,Sampled,2023/05/29 00:00:00+00,PFAS not detected in any samples from the water system
668579.0625,285150.4374,989347,26802391,TOWN OF BROOKFIELD SAN DIST 4,BROOKFIELD,139218,32,0,7,20,4,31,3,Sampled,2023/05/16 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
695799.0001,424933.156199999,990489,43604297,MARIBEL WATERWORKS,MARIBEL,141746,47,1,21,22,4,23,1,Sampled,2022/07/12 00:00:00+00,PFAS not detected in any samples from the water system
461638.1251,266042.4375,1010062,12201079,LANCASTER WATERWORKS,LANCASTER,135601,46,2,5,3,2,34,3,Sampled,2023/06/05 00:00:00+00,PFAS not detected in any samples from the water system
442052.3437,559218.0624,1017957,85504595,TONY WATERWORKS,TONY,9013147,,,35,5,2,21,1,,,
572441.1875,311474.1249,1020094,11302467,WINDSOR WATER UTILITY NORTH,MORRISONVILLE,134799,,,9,10,4,6,2,Sampled,2023/06/13 00:00:00+00,PFAS not detected in any samples from the water system
596617.8126,263495.625,1024667,15401199,EDGERTON WATERWORKS,EDGERTON,136362,21,2,4,12,4,3,3,Sampled,2023/05/31 00:00:00+00,PFAS not detected in any samples from the water system
607520.875,342831.218800001,1034913,11401456,FOX LAKE WATERWORKS,FOX LAKE,135280,18,0,13,13,4,35,1,Sampled,2023/05/31 00:00:00+00,PFAS not detected in any samples from the water system
522036.5001,494440.75,1041894,73701507,EDGAR WATERWORKS,EDGAR,147772,21,1,28,4,4,12,2,Sampled,2023/06/06 00:00:00+00,PFAS above the health advisory level in one or more samples from the system
524426.0624,239962.125,1043463,13300782,WIOTA SANITARY DISTRICT,SOUTH WAYNE,136189,81,1,2,5,4,19,2,,,
659618.0626,348218.0,1045692,42004611,CAMPBELLSPORT WATERWORKS,CAMPBELLSPORT,141194,11,1,13,19,4,18,1,Sampled,2023/06/06 00:00:00+00,PFAS not detected in any samples from the water system
423408.5626,456526.468599999,1046816,66203280,OSSEO WATERWORKS,OSSEO,146753,65,2,24,7,2,10,2,Sampled,2023/04/11 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
418885.4062,388530.593800001,1055902,63203063,HOLMEN WATERWORKS,HOLMEN,145890,36,1,17,7,2,7,5,Sampled,2023/06/06 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
312696.0314,533680.9376,1058006,64903421,AMANI VILLAGE SANITARY DIST,OSCEOLA,146406,42,0,32,18,2,19,1,,,
408093.9374,495311.718599999,1062806,60904569,CHIPPEWA FALLS WATERWORKS,CHIPPEWA FALLS,144988,11,2,28,9,2,12,2,Sampled,2023/02/14 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
406312.5938,482539.156300001,1067486,61802807,ALTOONA WATERWORKS,ALTOONA,145625,1,2,27,9,2,23,8,Sampled,2023/06/12 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
423477.375,367705.906199999,1069283,63203107,SHELBY TN OF SD 2 SKYLINE,LA CROSSE,145894,46,2,15,7,2,15,1,Sampled,2022/09/14 00:00:00+00,PFAS not detected in any samples from the water system
594515.8126,345777.0,1070369,11100991,FRIESLAND WATERWORKS,FRIESLAND,134519,27,1,13,12,4,21,1,,,
335248.3438,540958.5624,1072735,64903289,AMERY WATERWORKS,AMERY,146396,1,2,33,16,2,28,2,Sampled,2023/06/12 00:00:00+00,PFAS not detected in any samples from the water system
656866.9376,226848.6094,1073763,26500584,GENOA CITY WATERWORKS,GENOA CITY,138383,31,1,1,18,4,35,2,Sampled,2023/04/25 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
694615.4376,276072.6874,1074763,24101693,CUDAHY WATERWORKS,CUDAHY,137398,11,2,6,22,4,35,1,Sampled,2023/05/02 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
546994.75,240061.546800001,1078491,12300816,PLEASANT VIEW NURSING HOME,MONROE,135756,20,0,2,7,4,21,1,,,
423919.125,652218.4374,1083836,80401299,DRUMMOND SANITARY DISTRICT,DRUMMOND,150039,18,0,45,7,2,33,2,,,
349268.6875,443656.281400001,1085307,64701417,PEPIN WATERWORKS,PEPIN,146233,10,0,23,15,2,25,3,Sampled,2023/06/12 00:00:00+00,PFAS not detected in any samples from the water system
525947.8125,267397.843699999,1088788,12500818,HOLLANDALE WATERWORKS,HOLLANDALE,135826,37,1,5,5,4,29,2,,,
303007.4061,503362.6251,1095506,65600876,HUDSON WATERWORKS,HUDSON,146567,20,0,29,20,2,25,8,Sampled,2023/01/25 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
310627.7499,490297.093599999,1096443,64802463,RIVER FALLS WATERWORKS,RIVER FALLS,146284,22,0,27,19,2,2,5,Sampled,2023/01/11 00:00:00+00,PFAS not detected in any samples from the water system
673315.9374,304658.718699999,1099562,26701059,GERMANTOWN WATER UTILITY,GERMANTOWN,138783,10,0,9,20,4,34,7,Sampled,2023/01/24 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
372502.2811,594205.8124,1103663,86607345,BEAVER BROOK SANITARY DISTRICT,SPOONER,6133958,,,38,12,2,6,1,,,
343987.9063,488761.1874,1107098,64802496,SPRING VALLEY WATERWORKS,SPRING VALLEY,146285,81,1,27,15,2,5,2,Sampled,2023/05/31 00:00:00+00,PFAS not detected in any samples from the water system
399178.8749,577387.125,1107817,86603022,BIRCHWOOD WATERWORKS,BIRCHWOOD,151806,10,0,37,10,2,25,1,Sampled,2023/06/26 00:00:00+00,PFAS not detected in any samples from the water system
677186.4374,248333.390699999,1109730,25201990,SOUTHERN WISCONSIN CENTER,UNION GROVE,138042,86,1,3,20,4,25,2,Sampled,2023/06/15 00:00:00+00,PFAS not detected in any samples from the water system
644004.3126,446474.9999,1125526,44504086,BLACK CREEK WATERWORKS,BLACK CREEK,142920,2,0,23,17,4,9,2,Sampled,2023/04/25 00:00:00+00,PFAS not detected in any samples from the water system
436244.9999,369105.0626,1125934,63203184,ST JOSEPH SAN DIST 1,LA CROSSE,145901,46,2,15,6,2,12,1,Sampled,2023/04/11 00:00:00+00,PFAS not detected in any samples from the water system
477900.6876,372036.093800001,1129380,64203062,WILTON WATERWORKS,WILTON,146098,48,0,16,1,2,32,2,Sampled,2023/04/25 00:00:00+00,PFAS not detected in any samples from the water system
646655.1875,419412.3125,1131262,47104530,FOX CROSSING UTILITIES EAST,NEENAH,144372,8,0,20,17,4,1,2,Sampled,2023/02/08 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
504318.0938,664151.8126,1138955,82601167,HURLEY WATERWORKS,HURLEY,150771,36,2,46,2,4,23,3,,,
500997.1249,662464.0,1143675,82601211,MONTREAL WATERWORKS,MONTREAL,150774,51,2,46,2,4,28,1,Sampled,2023/05/02 00:00:00+00,PFAS not detected in any samples from the water system
635075.8124,268314.406199999,1144361,12801129,PALMYRA WATERWORKS,PALMYRA,135947,24,0,5,16,4,22,2,Sampled,2023/04/26 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
513398.8437,395403.218900001,1145431,72901301,NECEDAH WATERWORKS,NECEDAH,147261,28,0,18,3,4,13,2,Sampled,2023/04/12 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
308211.5312,541786.5,1146782,64903410,OSCEOLA WATERWORKS,OSCEOLA,146405,42,0,33,19,2,27,2,Sampled,2023/04/19 00:00:00+00,PFAS not detected in any samples from the water system
660581.3126,374059.4374,1150330,42004743,MOUNT CALVARY WATERWORKS,MOUNT CALVARY,141204,51,1,16,19,4,29,2,,,
